Player ID,Stolen Bases (SB),Caught Stealing (CS),Stolen Bases Percentage,Year,Team
milancl01,20,0,0.0,1917,Senators
milancl01,26,0,0.0,1918,Senators
milancl01,11,0,0.0,1919,Senators
milancl01,10,12,0.455,1920,Senators
milancl01,4,5,0.444,1921,Senators
milancl01,0,0,0.0,1922,Senators
younger03,4,4,0.5,2009,Rockies
younger03,17,6,0.739,2010,Rockies
younger03,27,4,0.871,2011,Rockies
younger03,14,2,0.875,2012,Rockies
younger03,8,4,0.667,2013,Rockies
younger03,38,7,0.844,2013,Mets
younger03,30,6,0.833,2014,Mets
younger03,3,0,1.0,2015,Braves
younger03,3,2,0.6,2015,Mets
younger03,1,0,1.0,2016,Yankees
younger03,12,3,0.8,2017,Angels
younger03,5,1,0.833,2018,Angels
figgich01,2,1,0.667,2002,Angels
figgich01,13,7,0.65,2003,Angels
figgich01,34,13,0.723,2004,Angels
figgich01,62,17,0.785,2005,Angels
figgich01,52,16,0.765,2006,Angels
figgich01,41,12,0.774,2007,Angels
figgich01,34,13,0.723,2008,Angels
figgich01,42,17,0.712,2009,Angels
figgich01,42,15,0.737,2010,Mariners
figgich01,11,6,0.647,2011,Mariners
figgich01,4,1,0.8,2012,Mariners
figgich01,4,1,0.8,2014,Dodgers
gehrich01,1,1,0.5,1924,Tigers
gehrich01,0,1,0.0,1925,Tigers
gehrich01,9,7,0.563,1926,Tigers
gehrich01,17,8,0.68,1927,Tigers
gehrich01,15,9,0.625,1928,Tigers
gehrich01,27,9,0.75,1929,Tigers
gehrich01,19,15,0.559,1930,Tigers
gehrich01,13,4,0.765,1931,Tigers
gehrich01,9,8,0.529,1932,Tigers
gehrich01,5,4,0.556,1933,Tigers
gehrich01,11,8,0.579,1934,Tigers
gehrich01,11,4,0.733,1935,Tigers
gehrich01,4,1,0.8,1936,Tigers
gehrich01,11,4,0.733,1937,Tigers
gehrich01,14,1,0.933,1938,Tigers
gehrich01,4,3,0.571,1939,Tigers
gehrich01,10,0,1.0,1940,Tigers
gehrich01,1,2,0.333,1941,Tigers
gehrich01,0,0,0.0,1942,Tigers
suzukic01,56,14,0.8,2001,Mariners
suzukic01,31,15,0.674,2002,Mariners
suzukic01,34,8,0.81,2003,Mariners
suzukic01,36,11,0.766,2004,Mariners
suzukic01,33,8,0.805,2005,Mariners
suzukic01,45,2,0.957,2006,Mariners
suzukic01,37,8,0.822,2007,Mariners
suzukic01,43,4,0.915,2008,Mariners
suzukic01,26,9,0.743,2009,Mariners
suzukic01,42,9,0.824,2010,Mariners
suzukic01,40,7,0.851,2011,Mariners
suzukic01,15,2,0.882,2012,Mariners
suzukic01,14,5,0.737,2012,Yankees
suzukic01,20,4,0.833,2013,Yankees
suzukic01,15,3,0.833,2014,Yankees
suzukic01,11,5,0.688,2015,Marlins
suzukic01,10,2,0.833,2016,Marlins
suzukic01,1,1,0.5,2017,Marlins
suzukic01,0,0,0.0,2018,Mariners
suzukic01,0,0,0.0,2019,Mariners
dillibo01,8,1,0.889,1946,Browns
dillibo01,34,13,0.723,1947,Browns
dillibo01,28,11,0.718,1948,Browns
dillibo01,20,14,0.588,1949,Browns
dillibo01,5,3,0.625,1950,Athletics
dillibo01,4,3,0.571,1950,Pirates
dillibo01,2,0,1.0,1951,Pirates
dillibo01,5,5,0.5,1951,White Sox
laryly01,4,1,0.8,1929,Yankees
laryly01,14,2,0.875,1930,Yankees
laryly01,13,10,0.565,1931,Yankees
laryly01,9,3,0.75,1932,Yankees
laryly01,2,1,0.667,1933,Yankees
laryly01,0,0,0.0,1934,Yankees
laryly01,12,5,0.706,1934,Red Sox
laryly01,3,0,1.0,1935,Senators
laryly01,25,4,0.862,1935,Browns
laryly01,37,9,0.804,1936,Browns
laryly01,18,8,0.692,1937,Indians
laryly01,23,6,0.793,1938,Indians
laryly01,0,0,0.0,1939,Indians
laryly01,1,0,0.0,1939,Dodgers
laryly01,1,0,0.0,1939,Cardinals
laryly01,0,0,0.0,1940,Browns
dimagdo01,7,6,0.538,1940,Red Sox
dimagdo01,13,6,0.684,1941,Red Sox
dimagdo01,16,10,0.615,1942,Red Sox
dimagdo01,10,6,0.625,1946,Red Sox
dimagdo01,10,6,0.625,1947,Red Sox
dimagdo01,10,2,0.833,1948,Red Sox
dimagdo01,9,7,0.563,1949,Red Sox
dimagdo01,15,4,0.789,1950,Red Sox
dimagdo01,4,7,0.364,1951,Red Sox
dimagdo01,6,8,0.429,1952,Red Sox
dimagdo01,0,0,0.0,1953,Red Sox
schoere01,26,7,0.788,1945,Cardinals
schoere01,12,9,0.571,1946,Cardinals
schoere01,6,8,0.429,1947,Cardinals
schoere01,1,3,0.25,1948,Cardinals
schoere01,8,3,0.727,1949,Cardinals
schoere01,3,3,0.5,1950,Cardinals
schoere01,0,1,0.0,1951,Cardinals
schoere01,9,6,0.6,1952,Cardinals
schoere01,3,3,0.5,1953,Cardinals
schoere01,4,2,0.667,1954,Cardinals
schoere01,7,7,0.5,1955,Cardinals
schoere01,0,1,0.0,1956,Cardinals
schoere01,1,2,0.333,1956,Giants
schoere01,2,1,0.667,1957,Giants
schoere01,2,3,0.4,1957,Braves
schoere01,3,1,0.75,1958,Braves
schoere01,0,0,0.0,1959,Braves
schoere01,1,0,1.0,1960,Braves
schoere01,1,0,1.0,1961,Cardinals
schoere01,0,0,0.0,1962,Cardinals
schoere01,0,0,0.0,1963,Cardinals
sislege01,10,9,0.526,1915,Browns
sislege01,34,26,0.567,1916,Browns
sislege01,37,0,0.0,1917,Browns
sislege01,45,0,0.0,1918,Browns
sislege01,28,0,0.0,1919,Browns
sislege01,42,17,0.712,1920,Browns
sislege01,35,11,0.761,1921,Browns
sislege01,51,19,0.729,1922,Browns
sislege01,19,17,0.528,1924,Browns
sislege01,11,12,0.478,1925,Browns
sislege01,12,8,0.6,1926,Browns
sislege01,27,7,0.794,1927,Browns
sislege01,0,1,0.0,1928,Senators
sislege01,11,0,0.0,1928,Braves
sislege01,6,0,0.0,1929,Braves
sislege01,7,0,0.0,1930,Braves
brownto01,0,0,0.0,1882,Orioles
brownto01,0,0,0.0,1883,Colts
brownto01,0,0,0.0,1884,Colts
brownto01,0,0,0.0,1885,Alleghenys
brownto01,30,0,0.0,1886,Alleghenys
brownto01,12,0,0.0,1887,Alleghenys
brownto01,13,0,0.0,1887,Hoosiers
brownto01,46,0,0.0,1888,Beaneaters
brownto01,63,0,0.0,1889,Beaneaters
brownto01,79,0,0.0,1890,Red Stockings
brownto01,106,0,0.0,1891,Reds
brownto01,78,0,0.0,1892,Colonels
brownto01,66,0,0.0,1893,Colonels
brownto01,66,0,0.0,1894,Colonels
brownto01,34,0,0.0,1895,Browns
brownto01,8,0,0.0,1895,Senators
brownto01,28,0,0.0,1896,Senators
brownto01,25,0,0.0,1897,Senators
brownto01,3,0,0.0,1898,Senators
smithma05,16,8,0.667,2016,Braves
smithma05,16,5,0.762,2017,Rays
smithma05,40,12,0.769,2018,Rays
smithma05,46,9,0.836,2019,Mariners
smithma05,2,0,1.0,2020,Mariners
myerbu01,0,0,0.0,1925,Senators
myerbu01,10,11,0.476,1926,Senators
myerbu01,3,1,0.75,1927,Senators
myerbu01,9,5,0.643,1927,Red Sox
myerbu01,30,16,0.652,1928,Red Sox
myerbu01,18,7,0.72,1929,Senators
myerbu01,14,11,0.56,1930,Senators
myerbu01,11,14,0.44,1931,Senators
myerbu01,12,7,0.632,1932,Senators
myerbu01,6,8,0.429,1933,Senators
myerbu01,6,6,0.5,1934,Senators
myerbu01,7,6,0.538,1935,Senators
myerbu01,7,2,0.778,1936,Senators
myerbu01,2,6,0.25,1937,Senators
myerbu01,9,5,0.643,1938,Senators
myerbu01,4,1,0.8,1939,Senators
myerbu01,6,3,0.667,1940,Senators
myerbu01,2,0,1.0,1941,Senators
willsma01,7,3,0.7,1959,Dodgers
willsma01,50,12,0.806,1960,Dodgers
willsma01,35,15,0.7,1961,Dodgers
willsma01,104,13,0.889,1962,Dodgers
willsma01,40,19,0.678,1963,Dodgers
willsma01,53,17,0.757,1964,Dodgers
willsma01,94,31,0.752,1965,Dodgers
willsma01,38,24,0.613,1966,Dodgers
willsma01,29,10,0.744,1967,Pirates
willsma01,52,21,0.712,1968,Pirates
willsma01,15,6,0.714,1969,Expos
willsma01,25,15,0.625,1969,Dodgers
willsma01,28,13,0.683,1970,Dodgers
willsma01,15,8,0.652,1971,Dodgers
willsma01,1,1,0.5,1972,Dodgers
biggicr01,6,1,0.857,1988,Astros
biggicr01,21,3,0.875,1989,Astros
biggicr01,25,11,0.694,1990,Astros
biggicr01,19,6,0.76,1991,Astros
biggicr01,38,15,0.717,1992,Astros
biggicr01,15,17,0.469,1993,Astros
biggicr01,39,4,0.907,1994,Astros
biggicr01,33,8,0.805,1995,Astros
biggicr01,25,7,0.781,1996,Astros
biggicr01,47,10,0.825,1997,Astros
biggicr01,50,8,0.862,1998,Astros
biggicr01,28,14,0.667,1999,Astros
biggicr01,12,2,0.857,2000,Astros
biggicr01,7,4,0.636,2001,Astros
biggicr01,16,2,0.889,2002,Astros
biggicr01,8,4,0.667,2003,Astros
biggicr01,7,2,0.778,2004,Astros
biggicr01,11,1,0.917,2005,Astros
biggicr01,3,2,0.6,2006,Astros
biggicr01,4,3,0.571,2007,Astros
morenom01,1,0,1.0,1975,Pirates
morenom01,15,5,0.75,1976,Pirates
morenom01,53,16,0.768,1977,Pirates
morenom01,71,22,0.763,1978,Pirates
morenom01,77,21,0.786,1979,Pirates
morenom01,96,33,0.744,1980,Pirates
morenom01,39,14,0.736,1981,Pirates
morenom01,60,26,0.698,1982,Pirates
morenom01,30,13,0.698,1983,Astros
morenom01,7,3,0.7,1983,Yankees
morenom01,20,11,0.645,1984,Yankees
morenom01,1,1,0.5,1985,Yankees
morenom01,0,1,0.0,1985,Royals
morenom01,17,16,0.515,1986,Braves
mostijo01,1,0,0.0,1918,White Sox
mostijo01,10,12,0.455,1921,White Sox
mostijo01,14,10,0.583,1922,White Sox
mostijo01,41,16,0.719,1923,White Sox
mostijo01,7,11,0.389,1924,White Sox
mostijo01,43,20,0.683,1925,White Sox
mostijo01,35,14,0.714,1926,White Sox
mostijo01,1,0,1.0,1927,White Sox
mostijo01,23,21,0.523,1928,White Sox
mostijo01,1,1,0.5,1929,White Sox
younger01,6,1,0.857,1992,Dodgers
younger01,42,19,0.689,1993,Rockies
younger01,18,7,0.72,1994,Rockies
younger01,35,12,0.745,1995,Rockies
younger01,53,19,0.736,1996,Rockies
younger01,32,12,0.727,1997,Rockies
younger01,13,2,0.867,1997,Dodgers
younger01,42,13,0.764,1998,Dodgers
younger01,51,22,0.699,1999,Dodgers
younger01,54,7,0.885,2000,Cubs
younger01,31,14,0.689,2001,Cubs
younger01,31,11,0.738,2002,Brewers
younger01,25,7,0.781,2003,Brewers
younger01,3,5,0.375,2003,Giants
younger01,14,9,0.609,2004,Rangers
younger01,7,6,0.538,2005,Padres
younger01,8,2,0.8,2006,Padres
younger01,0,0,0.0,2006,Rangers
reyesjo01,13,3,0.813,2003,Mets
reyesjo01,19,2,0.905,2004,Mets
reyesjo01,60,15,0.8,2005,Mets
reyesjo01,64,17,0.79,2006,Mets
reyesjo01,78,21,0.788,2007,Mets
reyesjo01,56,15,0.789,2008,Mets
reyesjo01,11,2,0.846,2009,Mets
reyesjo01,30,10,0.75,2010,Mets
reyesjo01,39,7,0.848,2011,Mets
reyesjo01,40,11,0.784,2012,Marlins
reyesjo01,15,6,0.714,2013,Blue Jays
reyesjo01,30,2,0.938,2014,Blue Jays
reyesjo01,16,2,0.889,2015,Blue Jays
reyesjo01,8,4,0.667,2015,Rockies
reyesjo01,9,2,0.818,2016,Mets
reyesjo01,24,6,0.8,2017,Mets
reyesjo01,5,2,0.714,2018,Mets
devliar01,33,0,0.0,1904,Giants
devliar01,59,0,0.0,1905,Giants
devliar01,54,0,0.0,1906,Giants
devliar01,38,0,0.0,1907,Giants
devliar01,19,0,0.0,1908,Giants
devliar01,26,0,0.0,1909,Giants
devliar01,28,0,0.0,1910,Giants
devliar01,9,0,0.0,1911,Giants
devliar01,11,0,0.0,1912,Braves
devliar01,8,8,0.5,1913,Braves
riverji01,8,7,0.533,1952,Browns
riverji01,13,2,0.867,1952,White Sox
riverji01,22,15,0.595,1953,White Sox
riverji01,18,10,0.643,1954,White Sox
riverji01,25,16,0.61,1955,White Sox
riverji01,20,9,0.69,1956,White Sox
riverji01,18,2,0.9,1957,White Sox
riverji01,21,3,0.875,1958,White Sox
riverji01,5,3,0.625,1959,White Sox
riverji01,4,0,1.0,1960,White Sox
riverji01,0,1,0.0,1961,White Sox
riverji01,6,2,0.75,1961,Athletics
taverwi01,1,0,1.0,2004,Astros
taverwi01,34,11,0.756,2005,Astros
taverwi01,33,9,0.786,2006,Astros
taverwi01,33,9,0.786,2007,Rockies
taverwi01,68,7,0.907,2008,Rockies
taverwi01,25,6,0.806,2009,Reds
taverwi01,1,2,0.333,2010,Nationals
womacto01,2,0,1.0,1993,Pirates
womacto01,0,0,0.0,1994,Pirates
womacto01,2,0,1.0,1996,Pirates
womacto01,60,7,0.896,1997,Pirates
womacto01,58,8,0.879,1998,Pirates
womacto01,72,13,0.847,1999,Diamondbacks
womacto01,45,11,0.804,2000,Diamondbacks
womacto01,28,7,0.8,2001,Diamondbacks
womacto01,29,12,0.707,2002,Diamondbacks
womacto01,8,3,0.727,2003,Diamondbacks
womacto01,3,1,0.75,2003,Rockies
womacto01,2,1,0.667,2003,Cubs
womacto01,26,5,0.839,2004,Cardinals
womacto01,27,5,0.844,2005,Yankees
womacto01,0,0,0.0,2006,Reds
womacto01,1,1,0.5,2006,Cubs
podsesc01,0,0,0.0,2001,Mariners
podsesc01,0,0,0.0,2002,Mariners
podsesc01,43,10,0.811,2003,Brewers
podsesc01,70,13,0.843,2004,Brewers
podsesc01,59,23,0.72,2005,White Sox
podsesc01,40,19,0.678,2006,White Sox
podsesc01,12,5,0.706,2007,White Sox
podsesc01,12,4,0.75,2008,Rockies
podsesc01,30,13,0.698,2009,White Sox
podsesc01,30,12,0.714,2010,Royals
podsesc01,5,3,0.625,2010,Dodgers
podsesc01,8,2,0.8,2012,Red Sox
casege01,2,1,0.667,1937,Senators
casege01,11,6,0.647,1938,Senators
casege01,51,17,0.75,1939,Senators
casege01,35,10,0.778,1940,Senators
casege01,33,9,0.786,1941,Senators
casege01,44,6,0.88,1942,Senators
casege01,61,14,0.813,1943,Senators
casege01,49,18,0.731,1944,Senators
casege01,30,16,0.652,1945,Senators
casege01,28,11,0.718,1946,Indians
casege01,5,1,0.833,1947,Senators
acunaro01,16,5,0.762,2018,Braves
acunaro01,37,9,0.804,2019,Braves
acunaro01,8,1,0.889,2020,Braves
acunaro01,17,6,0.739,2021,Braves
acunaro01,29,11,0.725,2022,Braves
acunaro01,73,14,0.839,2023,Braves
acunaro01,16,3,0.842,2024,Braves
acunaro01,9,1,0.9,2025,Braves
bertijo01,1,0,1.0,2018,Blue Jays
bertijo01,17,3,0.85,2019,Marlins
bertijo01,9,2,0.818,2020,Marlins
bertijo01,8,4,0.667,2021,Marlins
bertijo01,41,5,0.891,2022,Marlins
bertijo01,16,6,0.727,2023,Marlins
bertijo01,5,1,0.833,2024,Yankees
bertijo01,11,3,0.786,2025,Cubs
kleinch01,0,0,0.0,1928,Phillies
kleinch01,5,0,1.0,1929,Phillies
kleinch01,4,5,0.444,1930,Phillies
kleinch01,7,8,0.467,1931,Phillies
kleinch01,20,9,0.69,1932,Phillies
kleinch01,15,7,0.682,1933,Phillies
kleinch01,3,5,0.375,1934,Cubs
kleinch01,4,1,0.8,1935,Cubs
kleinch01,0,0,0.0,1936,Cubs
kleinch01,6,1,0.857,1936,Phillies
kleinch01,3,3,0.5,1937,Phillies
kleinch01,7,4,0.636,1938,Phillies
kleinch01,1,1,0.5,1939,Phillies
kleinch01,1,0,1.0,1939,Pirates
kleinch01,2,5,0.286,1940,Phillies
kleinch01,0,0,0.0,1941,Phillies
kleinch01,0,0,0.0,1942,Phillies
kleinch01,1,0,1.0,1943,Phillies
kleinch01,0,0,0.0,1944,Phillies
murtada01,18,2,0.9,1941,Phillies
murtada01,13,6,0.684,1942,Phillies
murtada01,4,3,0.571,1943,Phillies
murtada01,0,0,0.0,1946,Phillies
murtada01,0,0,0.0,1947,Braves
murtada01,10,7,0.588,1948,Pirates
murtada01,2,1,0.667,1949,Pirates
murtada01,2,3,0.4,1950,Pirates
murtada01,0,0,0.0,1951,Pirates
robinja02,29,11,0.725,1947,Dodgers
robinja02,22,14,0.611,1948,Dodgers
robinja02,37,16,0.698,1949,Dodgers
robinja02,12,5,0.706,1950,Dodgers
robinja02,25,8,0.758,1951,Dodgers
robinja02,24,7,0.774,1952,Dodgers
robinja02,17,4,0.81,1953,Dodgers
robinja02,7,3,0.7,1954,Dodgers
robinja02,12,3,0.8,1955,Dodgers
robinja02,12,5,0.706,1956,Dodgers
isbelfr01,3,0,0.0,1898,Orphans
isbelfr01,52,0,0.0,1901,White Sox
isbelfr01,38,0,0.0,1902,White Sox
isbelfr01,26,0,0.0,1903,White Sox
isbelfr01,19,0,0.0,1904,White Sox
isbelfr01,15,0,0.0,1905,White Sox
isbelfr01,37,0,0.0,1906,White Sox
isbelfr01,22,0,0.0,1907,White Sox
isbelfr01,18,0,0.0,1908,White Sox
isbelfr01,23,0,0.0,1909,White Sox
doughpa01,20,0,0.0,1902,Americans
doughpa01,35,0,0.0,1903,Americans
doughpa01,10,0,0.0,1904,Americans
doughpa01,11,0,0.0,1904,Highlanders
doughpa01,17,0,0.0,1905,Highlanders
doughpa01,0,0,0.0,1906,Highlanders
doughpa01,11,0,0.0,1906,White Sox
doughpa01,33,0,0.0,1907,White Sox
doughpa01,47,0,0.0,1908,White Sox
doughpa01,36,0,0.0,1909,White Sox
doughpa01,22,0,0.0,1910,White Sox
doughpa01,19,0,0.0,1911,White Sox
barrejo01,10,0,0.0,1942,Pirates
barrejo01,5,0,0.0,1943,Pirates
barrejo01,28,0,0.0,1944,Pirates
barrejo01,25,0,0.0,1945,Pirates
barrejo01,1,0,0.0,1946,Pirates
barrejo01,0,0,0.0,1946,Braves
mcmanma01,0,0,0.0,1920,Browns
mcmanma01,5,3,0.625,1921,Browns
mcmanma01,9,6,0.6,1922,Browns
mcmanma01,14,10,0.583,1923,Browns
mcmanma01,13,9,0.591,1924,Browns
mcmanma01,5,11,0.313,1925,Browns
mcmanma01,5,7,0.417,1926,Browns
mcmanma01,8,7,0.533,1927,Tigers
mcmanma01,11,13,0.458,1928,Tigers
mcmanma01,16,11,0.593,1929,Tigers
mcmanma01,23,8,0.742,1930,Tigers
mcmanma01,7,3,0.7,1931,Tigers
mcmanma01,1,1,0.5,1931,Red Sox
mcmanma01,1,2,0.333,1932,Red Sox
mcmanma01,3,0,1.0,1933,Red Sox
mcmanma01,5,0,0.0,1934,Braves
raineti01,2,0,1.0,1979,Expos
raineti01,5,0,1.0,1980,Expos
raineti01,71,11,0.866,1981,Expos
raineti01,78,16,0.83,1982,Expos
raineti01,90,14,0.865,1983,Expos
raineti01,75,10,0.882,1984,Expos
raineti01,70,9,0.886,1985,Expos
raineti01,70,9,0.886,1986,Expos
raineti01,50,5,0.909,1987,Expos
raineti01,33,7,0.825,1988,Expos
raineti01,41,9,0.82,1989,Expos
raineti01,49,16,0.754,1990,Expos
raineti01,51,15,0.773,1991,White Sox
raineti01,45,6,0.882,1992,White Sox
raineti01,21,7,0.75,1993,White Sox
raineti01,13,0,1.0,1994,White Sox
raineti01,13,2,0.867,1995,White Sox
raineti01,10,1,0.909,1996,Yankees
raineti01,8,5,0.615,1997,Yankees
raineti01,8,3,0.727,1998,Yankees
raineti01,4,1,0.8,1999,Athletics
raineti01,1,0,1.0,2001,Expos
raineti01,0,0,0.0,2001,Orioles
raineti01,0,0,0.0,2002,Marlins
castilu01,17,4,0.81,1996,Marlins
castilu01,16,10,0.615,1997,Marlins
castilu01,3,0,1.0,1998,Marlins
castilu01,50,17,0.746,1999,Marlins
castilu01,62,22,0.738,2000,Marlins
castilu01,33,16,0.673,2001,Marlins
castilu01,48,15,0.762,2002,Marlins
castilu01,21,19,0.525,2003,Marlins
castilu01,21,4,0.84,2004,Marlins
castilu01,10,7,0.588,2005,Marlins
castilu01,25,11,0.694,2006,Twins
castilu01,9,4,0.692,2007,Twins
castilu01,10,2,0.833,2007,Mets
castilu01,17,2,0.895,2008,Mets
castilu01,20,6,0.769,2009,Mets
castilu01,8,3,0.727,2010,Mets
beschbo01,10,0,0.0,1908,Reds
beschbo01,54,0,0.0,1909,Reds
beschbo01,70,0,0.0,1910,Reds
beschbo01,80,0,0.0,1911,Reds
beschbo01,67,0,0.0,1912,Reds
beschbo01,38,22,0.633,1913,Reds
beschbo01,36,0,0.0,1914,Giants
beschbo01,27,19,0.587,1915,Cardinals
beschbo01,39,12,0.765,1916,Cardinals
beschbo01,3,0,0.0,1917,Cardinals
beschbo01,3,0,0.0,1918,Indians
ellsbja01,9,0,1.0,2007,Red Sox
ellsbja01,50,11,0.82,2008,Red Sox
ellsbja01,70,12,0.854,2009,Red Sox
ellsbja01,7,1,0.875,2010,Red Sox
ellsbja01,39,15,0.722,2011,Red Sox
ellsbja01,14,3,0.824,2012,Red Sox
ellsbja01,52,4,0.929,2013,Red Sox
ellsbja01,39,5,0.886,2014,Yankees
ellsbja01,21,9,0.7,2015,Yankees
ellsbja01,20,8,0.714,2016,Yankees
ellsbja01,22,3,0.88,2017,Yankees
davisra01,1,3,0.25,2006,Pirates
davisra01,5,2,0.714,2007,Pirates
davisra01,17,4,0.81,2007,Giants
davisra01,4,0,1.0,2008,Giants
davisra01,25,6,0.806,2008,Athletics
davisra01,41,12,0.774,2009,Athletics
davisra01,50,11,0.82,2010,Athletics
davisra01,34,11,0.756,2011,Blue Jays
davisra01,46,13,0.78,2012,Blue Jays
davisra01,45,6,0.882,2013,Blue Jays
davisra01,36,11,0.766,2014,Tigers
davisra01,18,8,0.692,2015,Tigers
davisra01,43,6,0.878,2016,Indians
davisra01,26,6,0.813,2017,Athletics
davisra01,3,1,0.75,2017,Red Sox
davisra01,21,7,0.75,2018,Indians
davisra01,0,1,0.0,2019,Mets
reisepe01,2,6,0.25,1940,Dodgers
reisepe01,4,5,0.444,1941,Dodgers
reisepe01,20,1,0.952,1942,Dodgers
reisepe01,34,11,0.756,1946,Dodgers
reisepe01,14,11,0.56,1947,Dodgers
reisepe01,4,1,0.8,1948,Dodgers
reisepe01,3,1,0.75,1949,Braves
reisepe01,1,0,1.0,1950,Braves
reisepe01,4,2,0.667,1951,Pirates
reisepe01,1,1,0.5,1952,Indians
brutobi01,26,11,0.703,1953,Braves
brutobi01,34,13,0.723,1954,Braves
brutobi01,25,11,0.694,1955,Braves
brutobi01,8,6,0.571,1956,Braves
brutobi01,11,4,0.733,1957,Braves
brutobi01,4,1,0.8,1958,Braves
brutobi01,13,5,0.722,1959,Braves
brutobi01,22,13,0.629,1960,Braves
brutobi01,22,6,0.786,1961,Tigers
brutobi01,14,7,0.667,1962,Tigers
brutobi01,14,7,0.667,1963,Tigers
brutobi01,14,5,0.737,1964,Tigers
cabreev01,25,8,0.758,2009,Padres
cabreev01,10,6,0.625,2010,Padres
cabreev01,2,0,1.0,2011,Padres
cabreev01,44,4,0.917,2012,Padres
cabreev01,37,12,0.755,2013,Padres
cabreev01,18,8,0.692,2014,Padres
cabreev01,2,0,1.0,2015,Orioles
friscfr01,15,8,0.652,1919,Giants
friscfr01,34,11,0.756,1920,Giants
friscfr01,49,13,0.79,1921,Giants
friscfr01,31,17,0.646,1922,Giants
friscfr01,29,12,0.707,1923,Giants
friscfr01,22,9,0.71,1924,Giants
friscfr01,21,12,0.636,1925,Giants
friscfr01,23,16,0.59,1926,Giants
friscfr01,48,13,0.787,1927,Cardinals
friscfr01,29,7,0.806,1928,Cardinals
friscfr01,24,12,0.667,1929,Cardinals
friscfr01,15,10,0.6,1930,Cardinals
friscfr01,28,12,0.7,1931,Cardinals
friscfr01,18,9,0.667,1932,Cardinals
friscfr01,18,8,0.692,1933,Cardinals
friscfr01,11,4,0.733,1934,Cardinals
friscfr01,2,2,0.5,1935,Cardinals
friscfr01,2,7,0.222,1936,Cardinals
friscfr01,0,0,0.0,1937,Cardinals
donovpa01,10,0,0.0,1890,Beaneaters
donovpa01,3,0,0.0,1890,Bridegrooms
donovpa01,27,0,0.0,1891,Colonels
donovpa01,1,0,0.0,1891,Senators
donovpa01,16,0,0.0,1892,Senators
donovpa01,40,0,0.0,1892,Pirates
donovpa01,46,0,0.0,1893,Pirates
donovpa01,41,0,0.0,1894,Pirates
donovpa01,36,0,0.0,1895,Pirates
donovpa01,48,0,0.0,1896,Pirates
donovpa01,34,0,0.0,1897,Pirates
donovpa01,41,0,0.0,1898,Pirates
donovpa01,26,0,0.0,1899,Pirates
donovpa01,45,0,0.0,1900,Cardinals
donovpa01,28,0,0.0,1901,Cardinals
donovpa01,34,0,0.0,1902,Cardinals
donovpa01,25,0,0.0,1903,Cardinals
donovpa01,17,0,0.0,1904,Senators
donovpa01,0,0,0.0,1906,Superbas
donovpa01,0,0,0.0,1907,Superbas
carrch02,1,0,1.0,1990,Mets
carrch02,1,0,1.0,1991,Mets
carrch02,10,2,0.833,1992,Cardinals
carrch02,58,22,0.725,1993,Marlins
carrch02,32,8,0.8,1994,Marlins
carrch02,25,11,0.694,1995,Marlins
carrch02,5,4,0.556,1996,Brewers
carrch02,1,0,1.0,1997,Brewers
carrch02,11,5,0.688,1997,Astros
reesepe01,15,8,0.652,1940,Dodgers
reesepe01,10,6,0.625,1941,Dodgers
reesepe01,15,10,0.6,1942,Dodgers
reesepe01,10,12,0.455,1946,Dodgers
reesepe01,7,7,0.5,1947,Dodgers
reesepe01,25,3,0.893,1948,Dodgers
reesepe01,26,4,0.867,1949,Dodgers
reesepe01,17,4,0.81,1950,Dodgers
reesepe01,20,14,0.588,1951,Dodgers
reesepe01,30,5,0.857,1952,Dodgers
reesepe01,22,6,0.786,1953,Dodgers
reesepe01,8,5,0.615,1954,Dodgers
reesepe01,8,7,0.533,1955,Dodgers
reesepe01,13,4,0.765,1956,Dodgers
reesepe01,5,2,0.714,1957,Dodgers
reesepe01,1,2,0.333,1958,Dodgers
andreed01,0,0,0.0,1884,Phillies
andreed01,0,0,0.0,1885,Phillies
andreed01,56,0,0.0,1886,Phillies
andreed01,57,0,0.0,1887,Phillies
andreed01,35,0,0.0,1888,Phillies
andreed01,7,0,0.0,1889,Phillies
andreed01,7,0,0.0,1889,Hoosiers
andreed01,21,0,0.0,1890,Wonders
andreed01,22,0,0.0,1891,Kelly's Killers
bournmi01,1,2,0.333,2006,Phillies
bournmi01,18,1,0.947,2007,Phillies
bournmi01,41,10,0.804,2008,Astros
bournmi01,61,12,0.836,2009,Astros
bournmi01,52,12,0.813,2010,Astros
bournmi01,39,7,0.848,2011,Astros
bournmi01,22,7,0.759,2011,Braves
bournmi01,42,13,0.764,2012,Braves
bournmi01,23,12,0.657,2013,Indians
bournmi01,10,6,0.625,2014,Indians
bournmi01,13,5,0.722,2015,Indians
bournmi01,4,2,0.667,2015,Braves
bournmi01,13,5,0.722,2016,Diamondbacks
bournmi01,2,0,1.0,2016,Orioles
pierrju01,7,6,0.538,2000,Rockies
pierrju01,46,17,0.73,2001,Rockies
pierrju01,47,12,0.797,2002,Rockies
pierrju01,65,20,0.765,2003,Marlins
pierrju01,45,24,0.652,2004,Marlins
pierrju01,57,17,0.77,2005,Marlins
pierrju01,58,20,0.744,2006,Cubs
pierrju01,64,15,0.81,2007,Dodgers
pierrju01,40,12,0.769,2008,Dodgers
pierrju01,30,12,0.714,2009,Dodgers
pierrju01,68,18,0.791,2010,White Sox
